sys_RespNum;Task;Concept;Attribute1;Attribute2;Attribute3;Attribute4;Response
1094;8;1;3;3;2;2;0
1094;8;2;2;1;1;2;1
1094;9;1;2;1;2;3;0
1094;9;2;3;3;2;3;1
1094;10;1;3;3;1;1;1
1094;10;2;3;2;2;3;0
1094;11;1;3;1;1;3;0
1094;11;2;2;2;3;3;1
1094;12;1;3;1;3;2;1
1094;12;2;3;3;2;2;0
1094;13;1;1;1;1;1;0
1094;13;2;2;1;2;2;1
1094;14;1;2;1;2;3;0
1094;14;2;2;3;3;1;1
1094;15;1;3;3;3;2;1
1094;15;2;3;3;3;3;0
1094;16;1;1;1;2;3;1
1094;16;2;1;3;3;1;0
1094;17;1;2;3;3;2;0
1094;17;2;1;2;1;1;1
1094;18;1;2;3;3;3;1
1094;18;2;1;1;3;3;0
1094;19;1;3;2;3;2;0
1094;19;2;3;3;3;1;1
1094;20;1;2;2;3;1;1
1094;20;2;2;3;3;2;0
1094;21;1;3;3;3;2;1
1094;21;2;3;1;1;1;0
1095;1;1;2;2;2;1;1
1095;1;2;2;2;3;2;0
1095;2;1;3;2;1;3;0
1095;2;2;2;1;1;1;1
1095;3;1;2;3;2;2;1
1095;3;2;1;2;2;3;0
1095;4;1;2;3;3;2;1
1095;4;2;1;1;3;3;0
1095;5;1;3;1;2;1;0
1095;5;2;3;1;2;1;1
1095;6;1;2;1;1;1;1
1095;6;2;1;2;2;3;0
1095;7;1;3;3;3;3;0
1095;7;2;2;2;3;1;1
1095;8;1;1;3;3;2;1
1095;8;2;2;1;1;1;0
1095;9;1;2;1;3;2;1
1095;9;2;2;1;2;1;0
1095;10;1;2;3;1;3;0
1095;10;2;3;3;3;1;1
1095;11;1;3;3;1;3;0
1095;11;2;3;3;1;2;1
1095;12;1;1;1;2;3;0
1095;12;2;2;3;2;3;1
1095;13;1;3;1;2;2;1
1095;13;2;1;3;1;3;0
1095;14;1;2;2;3;1;0
1095;14;2;1;2;1;2;1
1095;15;1;3;2;1;2;0
1095;15;2;1;2;2;3;1
1095;16;1;1;3;3;3;1
1095;16;2;2;2;3;3;0
1095;17;1;3;2;1;1;0
1095;17;2;1;3;2;2;1
1095;18;1;2;2;3;3;0
1095;18;2;1;2;3;3;1
1095;19;1;1;2;1;2;1
1095;19;2;3;1;3;3;0
1095;20;1;1;2;1;3;1
1095;20;2;1;3;3;1;0
1095;21;1;2;3;3;3;0
1095;21;2;2;1;1;2;1
1096;1;1;2;2;2;3;1
1096;1;2;2;3;3;1;0
1096;2;1;2;3;3;2;1
1096;2;2;1;3;1;3;0
1096;3;1;3;3;1;3;0
1096;3;2;2;1;1;2;1
1096;4;1;3;3;2;3;0
1096;4;2;1;1;2;2;1
1096;5;1;3;3;2;2;0
1096;5;2;3;2;1;3;1
1096;6;1;1;3;1;1;0
1096;6;2;1;2;2;1;1
1096;7;1;3;2;3;3;0
1096;7;2;2;3;3;1;1
1096;8;1;3;1;1;3;0
1096;8;2;2;1;1;3;1
1096;9;1;2;2;2;2;1
1096;9;2;2;2;1;1;0
1096;10;1;2;1;3;3;1
1096;10;2;3;1;1;2;0
1096;11;1;2;2;1;1;0
1096;11;2;2;1;1;2;1
1096;12;1;2;2;1;1;0
1096;12;2;2;1;2;3;1
1096;13;1;2;2;3;3;0
1096;13;2;1;3;2;1;1
1096;14;1;3;3;1;2;0
1096;14;2;3;3;1;2;1
1096;15;1;3;1;2;2;0
1096;15;2;2;1;3;1;1
1096;16;1;1;1;2;2;0
1096;16;2;2;1;3;1;1
1096;17;1;2;1;2;3;1
1096;17;2;2;2;1;3;0
1096;18;1;3;1;3;1;1
1096;18;2;1;3;3;1;0
1096;19;1;3;3;1;2;1
1096;19;2;3;1;3;1;0
1096;20;1;3;2;3;2;0
1096;20;2;2;1;1;3;1
1096;21;1;3;3;1;3;1
1096;21;2;1;3;3;3;0
1097;1;1;1;1;3;2;1
1097;1;2;3;1;3;2;0
1097;2;1;3;2;3;2;0
1097;2;2;1;3;3;1;1
1097;3;1;1;2;3;1;0
1097;3;2;1;1;3;1;1
1097;4;1;2;2;1;2;1
1097;4;2;3;3;3;2;0
1097;5;1;3;2;2;3;0
1097;5;2;2;2;1;2;1
1097;6;1;3;3;2;3;0
1097;6;2;1;2;1;3;1
1097;7;1;2;2;1;3;0
1097;7;2;3;2;2;2;1
1097;8;1;3;2;3;3;1
1097;8;2;2;3;2;2;0
1097;9;1;2;3;1;2;0
1097;9;2;2;2;3;3;1
1097;10;1;1;3;3;3;0
1097;10;2;2;3;2;1;1
1097;11;1;1;3;2;3;1
1097;11;2;3;2;3;3;0
1097;12;1;2;1;1;2;0
1097;12;2;3;1;1;3;1
1097;13;1;2;2;3;2;1
1097;13;2;3;1;2;1;0
1097;14;1;3;3;2;1;1
1097;14;2;3;1;3;1;0
1097;15;1;3;3;3;2;1
1097;15;2;2;3;1;1;0
1097;16;1;3;3;1;3;1
1097;16;2;3;1;2;2;0
1097;17;1;3;2;2;1;1
1097;17;2;3;1;1;1;0
1097;18;1;3;3;2;2;0
1097;18;2;1;2;2;2;1
1097;19;1;2;1;2;1;0
1097;19;2;3;1;2;2;1
1097;20;1;2;3;1;2;0
1097;20;2;1;3;3;2;1
1097;21;1;3;2;2;2;1
1097;21;2;2;2;1;3;0
1098;1;1;1;1;1;2;1
1098;1;2;1;2;1;3;0
1098;2;1;2;1;1;1;0
1098;2;2;1;2;1;2;1
1098;3;1;2;1;3;2;0
1098;3;2;1;1;2;3;1
1098;4;1;3;3;3;3;1
1098;4;2;2;3;3;2;0
1098;5;1;2;2;2;1;0
1098;5;2;1;1;3;2;1
1098;6;1;3;2;3;3;0
1098;6;2;3;3;2;3;1
1098;7;1;2;1;2;1;0
1098;7;2;3;1;3;2;1
1098;8;1;3;3;3;3;1
1098;8;2;3;3;1;2;0
1098;9;1;1;1;3;3;0
1098;9;2;1;2;3;3;1
1098;10;1;3;3;1;3;1
1098;10;2;3;3;1;2;0
1098;11;1;1;2;2;3;0
1098;11;2;3;1;3;3;1
1098;12;1;2;3;3;1;1
1098;12;2;3;3;3;3;0
1098;13;1;3;1;1;1;1
1098;13;2;1;2;2;1;0
1098;14;1;3;3;1;1;1
1098;14;2;3;2;2;2;0
1098;15;1;1;1;3;2;1
1098;15;2;3;1;1;3;0
1098;16;1;3;2;2;1;0
1098;16;2;3;1;3;1;1
1098;17;1;1;1;3;2;0
1098;17;2;2;1;3;3;1
1098;18;1;3;2;1;1;0
1098;18;2;3;2;3;3;1
1098;19;1;3;2;3;3;1
1098;19;2;3;2;2;3;0
1098;20;1;2;2;3;1;0
1098;20;2;2;1;1;1;1
1098;21;1;1;3;2;1;0
1098;21;2;1;2;1;2;1
1099;1;1;3;1;1;1;1
1099;1;2;1;2;1;2;0
1099;2;1;2;1;3;3;0
1099;2;2;2;3;2;3;1
1099;3;1;1;3;2;2;0
1099;3;2;3;1;2;1;1
1099;4;1;1;2;3;1;0
1099;4;2;3;2;3;2;1
1099;5;1;1;1;3;3;0
1099;5;2;2;3;3;3;1
1099;6;1;2;2;1;2;0
1099;6;2;3;2;2;1;1
1099;7;1;2;2;2;3;0
1099;7;2;1;1;1;2;1
1099;8;1;3;3;2;1;0
1099;8;2;2;3;1;3;1
1099;9;1;3;1;1;1;0
1099;9;2;3;2;3;3;1
1099;10;1;1;1;3;2;1
1099;10;2;3;3;1;1;0
1099;11;1;1;2;3;1;1
1099;11;2;2;2;3;2;0
1099;12;1;3;1;3;1;0
1099;12;2;1;3;1;3;1
1099;13;1;1;3;1;2;0
1099;13;2;3;3;1;1;1
1099;14;1;1;2;2;3;0
1099;14;2;2;3;1;3;1
1099;15;1;1;1;2;3;0
1099;15;2;2;2;2;1;1
1099;16;1;2;3;2;1;1
1099;16;2;3;3;1;3;0
1099;17;1;3;3;2;1;0
1099;17;2;2;2;2;3;1
1099;18;1;2;2;2;3;0
1099;18;2;1;2;2;1;1
1099;19;1;2;2;3;1;1
1099;19;2;2;2;3;2;0
1099;20;1;1;3;3;3;0
1099;20;2;2;2;3;2;1
1099;21;1;2;2;1;3;0
1099;21;2;1;3;3;3;1
1100;1;1;2;1;3;2;1
1100;1;2;3;1;1;3;0
1100;2;1;1;1;3;2;1
1100;2;2;1;2;3;2;0
1100;3;1;2;1;2;2;0
1100;3;2;3;1;3;3;1
1100;4;1;1;1;3;3;1
1100;4;2;3;3;3;2;0
1100;5;1;3;1;1;1;0
1100;5;2;3;3;2;1;1
1100;6;1;2;3;2;2;0
1100;6;2;2;2;1;2;1
1100;7;1;2;2;2;3;0
1100;7;2;1;3;3;2;1
1100;8;1;3;2;2;2;0
1100;8;2;1;2;2;2;1
1100;9;1;2;2;3;1;0
1100;9;2;2;2;2;3;1
1100;10;1;2;3;3;3;1
1100;10;2;3;1;1;2;0
1100;11;1;3;1;1;1;1
1100;11;2;2;1;2;1;0
1100;12;1;3;3;1;3;1
1100;12;2;3;2;3;2;0
1100;13;1;2;2;2;2;0
1100;13;2;2;1;1;1;1
1100;14;1;1;3;2;2;0
1100;14;2;3;2;1;1;1
1100;15;1;2;2;3;2;1
1100;15;2;2;1;1;1;0
1100;16;1;2;3;2;2;0
1100;16;2;1;1;3;3;1
1100;17;1;1;1;1;2;1
1100;17;2;1;3;3;1;0
1100;18;1;3;3;1;3;0
1100;18;2;2;1;3;1;1
1100;19;1;1;1;2;3;0
1100;19;2;2;3;3;1;1
1100;20;1;2;1;2;1;0
1100;20;2;2;3;1;2;1
1100;21;1;1;2;1;2;0
1100;21;2;3;2;2;1;1
1101;1;1;2;2;1;2;1
1101;1;2;1;1;3;3;0
1101;2;1;3;1;2;1;1
1101;2;2;2;1;2;2;0
1101;3;1;3;2;1;2;0
1101;3;2;3;1;2;1;1
1101;4;1;3;1;1;3;1
1101;4;2;2;2;2;1;0
1101;5;1;2;1;3;1;0
1101;5;2;2;1;2;1;1
1101;6;1;2;2;2;1;1
1101;6;2;1;1;3;1;0
1101;7;1;2;3;1;3;0
1101;7;2;2;1;3;1;1
1101;8;1;1;1;1;1;0
1101;8;2;3;1;2;3;1
1101;9;1;1;2;3;1;0
1101;9;2;1;1;2;3;1
1101;10;1;2;2;3;1;1
1101;10;2;2;3;1;2;0
1101;11;1;2;1;3;1;1
1101;11;2;1;3;1;3;0
1101;12;1;1;3;1;3;0
1101;12;2;3;2;3;2;1
1101;13;1;2;2;2;1;1
1101;13;2;3;1;3;3;0
1101;14;1;3;1;1;3;0
1101;14;2;1;3;1;3;1
1101;15;1;1;2;2;1;0
1101;15;2;2;2;3;2;1
1101;16;1;3;1;1;3;1
1101;16;2;2;2;2;2;0
1101;17;1;1;1;3;1;1
1101;17;2;2;2;2;3;0
1101;18;1;1;3;2;3;0
1101;18;2;3;2;1;1;1
1101;19;1;3;2;3;2;1
1101;19;2;2;2;2;3;0
1101;20;1;2;3;1;2;1
1101;20;2;2;3;2;2;0
1101;21;1;3;2;3;2;0
1101;21;2;1;3;2;1;1
1102;1;1;2;2;1;3;1
1102;1;2;3;3;1;2;0
1102;2;1;3;2;1;3;0
1102;2;2;2;3;2;1;1
1102;3;1;3;3;2;2;0
1102;3;2;3;2;3;3;1
1102;4;1;2;2;3;2;1
1102;4;2;3;3;2;3;0
1102;5;1;1;2;2;3;0
1102;5;2;2;3;3;3;1
1102;6;1;3;2;3;3;0
1102;6;2;3;1;2;1;1
1102;7;1;3;3;3;2;0
1102;7;2;3;1;1;3;1
1102;8;1;2;1;3;2;0
1102;8;2;1;1;1;1;1
1102;9;1;1;1;2;3;1
1102;9;2;3;3;3;2;0
1102;10;1;3;1;1;1;1
1102;10;2;2;1;1;3;0
1102;11;1;3;1;3;2;1
1102;11;2;1;1;1;2;0
1102;12;1;3;3;3;3;1
1102;12;2;1;2;2;3;0
1102;13;1;3;3;2;2;0
1102;13;2;1;2;1;2;1
1102;14;1;1;3;3;2;0
1102;14;2;1;1;3;2;1
1102;15;1;1;3;1;1;1
1102;15;2;3;2;2;2;0
1102;16;1;2;3;3;3;0
1102;16;2;1;2;3;1;1
1102;17;1;3;2;3;2;0
1102;17;2;3;3;3;1;1
1102;18;1;3;3;1;1;1
1102;18;2;3;3;2;3;0
1102;19;1;1;2;3;1;1
1102;19;2;3;3;3;2;0
1102;20;1;1;3;2;1;1
1102;20;2;1;1;3;2;0
1102;21;1;1;2;1;1;1
1102;21;2;1;3;3;1;0
1103;1;1;1;3;2;3;1
1103;1;2;3;3;1;3;0
1103;2;1;3;1;1;3;1
1103;2;2;1;1;3;3;0
1103;3;1;1;2;1;1;0
1103;3;2;1;2;2;2;1
1103;4;1;1;3;2;1;0
1103;4;2;2;1;3;1;1
1103;5;1;3;3;3;1;1
1103;5;2;2;2;1;2;0
1103;6;1;1;2;1;2;0
1103;6;2;1;2;1;2;1
1103;7;1;3;2;3;1;0
1103;7;2;2;3;1;2;1
1103;8;1;1;3;2;2;1
1103;8;2;1;3;2;3;0
1103;9;1;3;1;3;1;0
1103;9;2;2;1;1;3;1
1103;10;1;3;3;1;2;0
1103;10;2;1;3;2;1;1
1103;11;1;2;3;1;3;1
1103;11;2;3;2;2;3;0
1103;12;1;2;2;2;2;1
1103;12;2;2;2;3;1;0
1103;13;1;3;1;2;3;0
1103;13;2;2;3;2;2;1
1103;14;1;3;1;1;2;1
1103;14;2;1;1;3;2;0
1103;15;1;2;1;2;1;1
1103;15;2;3;2;1;1;0
1103;16;1;3;1;1;2;0
1103;16;2;3;2;2;2;1
1103;17;1;3;1;1;2;1
1103;17;2;3;3;3;2;0
1103;18;1;3;1;3;3;0
1103;18;2;2;3;2;1;1
1103;19;1;1;2;3;3;1
1103;19;2;3;1;3;3;0
1103;20;1;2;2;3;1;1
1103;20;2;3;3;3;2;0
1103;21;1;2;1;1;1;1
1103;21;2;3;1;2;3;0
1104;1;1;1;3;3;2;1
1104;1;2;1;2;1;3;0
1104;2;1;3;2;1;2;0
1104;2;2;2;3;2;1;1
1104;3;1;3;2;3;3;1
1104;3;2;3;2;3;1;0
1104;4;1;3;2;1;1;0
1104;4;2;1;1;2;3;1
1104;5;1;2;3;2;1;0
1104;5;2;1;2;1;2;1
1104;6;1;2;1;1;1;1
1104;6;2;3;3;1;2;0
1104;7;1;3;2;2;2;0
1104;7;2;2;3;3;1;1
1104;8;1;3;3;1;3;0
1104;8;2;3;3;2;1;1
1104;9;1;3;2;2;1;0
1104;9;2;1;3;1;3;1
1104;10;1;2;1;3;1;0
1104;10;2;1;2;3;1;1
1104;11;1;1;1;3;1;1
1104;11;2;1;3;1;1;0
1104;12;1;1;2;3;1;0
1104;12;2;1;3;1;2;1
1104;13;1;1;1;3;2;1
1104;13;2;2;1;1;2;0
1104;14;1;2;3;2;2;0
1104;14;2;1;3;3;1;1
1104;15;1;3;2;1;1;1
1104;15;2;2;3;3;1;0
1104;16;1;2;2;2;1;0
1104;16;2;2;3;1;1;1
1104;17;1;3;2;3;2;0
1104;17;2;3;2;2;2;1
1104;18;1;1;1;3;2;1
1104;18;2;2;3;3;1;0
1104;19;1;2;3;3;3;1
1104;19;2;2;2;3;2;0
1104;20;1;1;3;2;3;1
1104;20;2;1;3;1;2;0
1104;21;1;3;3;2;1;0
1104;21;2;2;3;2;1;1
1105;1;1;2;1;1;1;1
1105;1;2;1;1;3;3;0
1105;2;1;1;1;2;1;0
1105;2;2;1;3;1;2;1
1105;3;1;1;1;2;1;0
1105;3;2;3;3;1;2;1
1105;4;1;1;3;1;2;1
1105;4;2;3;2;3;2;0
1105;5;1;1;1;2;2;1
1105;5;2;1;1;1;2;0
1105;6;1;1;1;2;2;0
1105;6;2;3;1;3;1;1
1105;7;1;2;2;3;3;1
1105;7;2;1;3;1;3;0
1105;8;1;2;2;1;1;0
1105;8;2;3;3;3;2;1
1105;9;1;1;1;1;3;1
1105;9;2;3;3;1;2;0
1105;10;1;1;1;2;2;0
1105;10;2;2;1;3;3;1
1105;11;1;3;2;2;3;1
1105;11;2;2;3;3;1;0
1105;12;1;3;3;3;3;0
1105;12;2;2;2;1;3;1
1105;13;1;1;3;2;1;0
1105;13;2;1;2;2;2;1
1105;14;1;3;2;2;2;0
1105;14;2;2;1;2;3;1
1105;15;1;2;3;3;3;1
1105;15;2;1;3;2;1;0
1105;16;1;2;2;3;2;1
1105;16;2;2;2;3;3;0
1105;17;1;3;3;3;3;0
1105;17;2;2;3;3;3;1
1105;18;1;3;2;1;1;0
1105;18;2;2;2;3;1;1
1105;19;1;3;1;2;1;1
1105;19;2;1;3;1;2;0
1105;20;1;3;3;1;2;0
1105;20;2;2;2;2;1;1
1105;21;1;3;1;2;3;1
1105;21;2;2;2;3;2;0
1106;1;1;1;3;2;3;1
1106;1;2;3;1;1;2;0
1106;2;1;3;2;1;3;1
1106;2;2;2;1;3;2;0
1106;3;1;3;1;2;2;0
1106;3;2;2;1;1;1;1
1106;4;1;2;2;3;1;0
1106;4;2;3;3;1;3;1
1106;5;1;2;3;3;3;0
1106;5;2;3;1;2;3;1
1106;6;1;3;1;2;3;0
1106;6;2;1;2;2;2;1
1106;7;1;2;1;3;2;0
1106;7;2;1;1;2;3;1
1106;8;1;3;2;1;2;1
1106;8;2;1;2;2;2;0
1106;9;1;2;1;1;2;0
1106;9;2;1;1;1;3;1
1106;10;1;2;3;2;1;1
1106;10;2;2;3;2;2;0
1106;11;1;1;2;2;2;1
1106;11;2;1;1;1;1;0
1106;12;1;1;1;3;1;0
1106;12;2;1;2;1;2;1
1106;13;1;1;2;1;2;1
1106;13;2;1;1;2;3;0
1106;14;1;3;3;3;1;1
1106;14;2;2;2;3;3;0
1106;15;1;2;1;3;2;0
1106;15;2;1;2;1;2;1
1106;16;1;3;1;2;3;0
1106;16;2;1;3;1;3;1
1106;17;1;3;1;3;3;1
1106;17;2;1;3;1;2;0
1106;18;1;3;1;1;3;0
1106;18;2;3;1;2;1;1
1106;19;1;3;1;2;3;0
1106;19;2;3;1;3;1;1
1106;20;1;2;1;1;3;0
1106;20;2;2;2;2;3;1
1106;21;1;2;2;1;1;1
1106;21;2;2;1;1;3;0
1107;1;1;1;2;1;2;1
1107;1;2;1;1;2;1;0
1107;2;1;3;2;3;1;1
1107;2;2;2;2;1;3;0
1107;3;1;1;3;1;1;0
1107;3;2;2;2;3;2;1
1107;4;1;3;3;3;1;1
1107;4;2;2;3;3;2;0
1107;5;1;1;1;2;2;1
1107;5;2;1;3;3;3;0
1107;6;1;3;1;2;1;0
1107;6;2;1;2;3;3;1
1107;7;1;3;2;1;1;1
1107;7;2;3;3;2;3;0
1107;8;1;1;1;3;3;1
1107;8;2;3;3;2;1;0
1107;9;1;2;2;3;3;0
1107;9;2;3;2;2;2;1
1107;10;1;1;2;1;2;1
1107;10;2;1;2;3;3;0
1107;11;1;1;3;1;3;1
1107;11;2;3;1;2;2;0
1107;12;1;2;3;3;1;1
1107;12;2;1;2;2;2;0
1107;13;1;3;1;1;3;0
1107;13;2;1;3;3;3;1
1107;14;1;2;1;1;2;0
1107;14;2;2;2;3;2;1
1107;15;1;2;2;2;2;1
1107;15;2;1;1;1;1;0
1107;16;1;2;2;3;3;1
1107;16;2;3;1;3;1;0
1107;17;1;2;2;1;2;0
1107;17;2;1;3;1;3;1
1107;18;1;2;3;1;1;0
1107;18;2;3;2;3;1;1
1107;19;1;2;3;1;3;1
1107;19;2;1;2;1;3;0
1107;20;1;2;2;3;3;1
1107;20;2;3;1;2;1;0
1107;21;1;3;1;2;3;0
1107;21;2;1;1;2;3;1
1108;1;1;1;1;3;3;1
1108;1;2;1;3;1;2;0
1108;2;1;2;1;2;3;1
1108;2;2;2;2;1;1;0
1108;3;1;2;3;1;3;1
1108;3;2;1;3;3;2;0
1108;4;1;2;1;2;3;0
1108;4;2;3;1;3;2;1
1108;5;1;3;3;3;2;0
1108;5;2;3;1;2;2;1
1108;6;1;1;2;3;1;1
1108;6;2;1;1;2;2;0
1108;7;1;3;3;3;3;1
1108;7;2;2;3;2;3;0
1108;8;1;2;2;2;1;0
1108;8;2;2;2;1;3;1
1108;9;1;2;2;2;1;0
1108;9;2;1;3;2;2;1
1108;10;1;2;3;2;3;1
1108;10;2;3;1;1;2;0
1108;11;1;1;1;2;2;0
1108;11;2;3;1;1;3;1
1108;12;1;2;3;1;1;0
1108;12;2;3;1;1;3;1
1108;13;1;1;2;3;3;0
1108;13;2;3;2;3;2;1
1108;14;1;2;2;3;1;0
1108;14;2;3;1;1;2;1
1108;15;1;1;3;2;1;0
1108;15;2;1;1;1;2;1
1108;16;1;1;2;3;1;0
1108;16;2;3;3;1;1;1
1108;17;1;1;3;2;2;0
1108;17;2;1;3;3;3;1
1108;18;1;1;1;2;2;0
1108;18;2;1;2;3;3;1
1108;19;1;3;2;3;2;1
1108;19;2;2;3;2;2;0
1108;20;1;2;2;3;1;0
1108;20;2;3;1;3;3;1
1108;21;1;2;3;2;1;0
1108;21;2;3;3;1;3;1
1109;1;1;3;3;2;2;1
1109;1;2;1;2;3;2;0
1109;2;1;2;2;1;1;0
1109;2;2;3;3;1;2;1
1109;3;1;3;2;1;2;0
1109;3;2;2;3;1;3;1
1109;4;1;2;2;1;1;1
1109;4;2;1;1;1;3;0
1109;5;1;2;1;2;3;0
1109;5;2;2;3;2;3;1
1109;6;1;3;2;2;2;0
1109;6;2;1;2;1;1;1
1109;7;1;2;2;1;3;1
1109;7;2;1;3;2;2;0
1109;8;1;1;2;2;1;1
1109;8;2;1;2;1;3;0
1109;9;1;2;2;2;1;0
1109;9;2;3;3;1;1;1
1109;10;1;3;2;2;3;1
1109;10;2;1;1;2;1;0
1109;11;1;2;2;2;3;0
1109;11;2;3;3;2;1;1
1109;12;1;3;3;1;3;1
1109;12;2;1;2;2;1;0
1109;13;1;1;1;3;2;0
1109;13;2;1;3;2;3;1
1109;14;1;2;3;2;1;0
1109;14;2;3;1;2;3;1
1109;15;1;2;2;1;3;1
1109;15;2;2;1;3;3;0
1109;16;1;2;1;1;3;1
1109;16;2;2;2;3;1;0
1109;17;1;2;3;1;2;0
1109;17;2;2;3;3;2;1
1109;18;1;2;3;3;2;1
1109;18;2;1;3;2;2;0
1109;19;1;1;3;2;3;0
1109;19;2;2;1;3;3;1
1109;20;1;2;1;3;1;0
1109;20;2;3;1;2;2;1
1109;21;1;3;3;3;2;1
1109;21;2;2;1;2;1;0
1110;1;1;1;3;3;2;1
1110;1;2;2;3;1;1;0
1110;2;1;1;1;2;3;0
1110;2;2;2;2;3;3;1
1110;3;1;2;1;3;2;0
1110;3;2;3;1;3;3;1
1110;4;1;2;3;2;1;1
1110;4;2;3;3;2;3;0
1110;5;1;1;3;2;3;1
1110;5;2;1;2;3;1;0
1110;6;1;2;1;3;2;1
1110;6;2;3;2;1;2;0
1110;7;1;3;1;3;3;1
1110;7;2;3;1;1;3;0
1110;8;1;1;2;1;3;0
1110;8;2;1;1;1;1;1
1110;9;1;3;2;1;2;1
1110;9;2;2;3;3;2;0
1110;10;1;1;2;2;2;0
1110;10;2;1;3;3;2;1
1110;11;1;3;1;2;1;0
1110;11;2;3;1;1;3;1
1110;12;1;3;3;2;3;0
1110;12;2;1;2;1;2;1
1110;13;1;1;1;2;2;1
1110;13;2;1;1;3;1;0
1110;14;1;2;3;1;1;1
1110;14;2;2;2;2;1;0
1110;15;1;2;2;2;2;0
1110;15;2;1;3;1;2;1
1110;16;1;3;3;1;3;0
1110;16;2;1;2;3;3;1
1110;17;1;1;3;1;1;0
1110;17;2;1;2;2;1;1
1110;18;1;2;1;3;2;0
1110;18;2;3;2;2;2;1
1110;19;1;3;1;3;1;1
1110;19;2;2;1;1;1;0
1110;20;1;3;3;3;3;0
1110;20;2;1;2;2;2;1
1110;21;1;3;3;1;1;1
1110;21;2;3;1;3;1;0
1111;1;1;1;1;2;1;1
1111;1;2;1;2;2;2;0
1111;2;1;3;2;2;1;0
1111;2;2;3;3;1;1;1
1111;3;1;2;2;3;1;1
1111;3;2;3;3;1;3;0
1111;4;1;3;1;2;2;1
1111;4;2;2;1;3;1;0
1111;5;1;1;2;2;2;0
1111;5;2;2;1;1;2;1
1111;6;1;3;2;3;3;0
1111;6;2;1;3;2;2;1
1111;7;1;3;3;3;1;1
1111;7;2;3;2;3;1;0
1111;8;1;2;2;3;3;1
1111;8;2;3;2;2;3;0
1111;9;1;2;2;2;2;1
1111;9;2;2;1;3;2;0
1111;10;1;2;3;1;2;1
1111;10;2;2;1;2;2;0
1111;11;1;3;3;2;2;0
1111;11;2;3;1;2;1;1
1111;12;1;2;2;2;3;0
1111;12;2;3;1;3;2;1
1111;13;1;3;2;3;2;0
1111;13;2;1;3;2;3;1
1111;14;1;3;3;3;2;0
1111;14;2;2;1;2;3;1
1111;15;1;2;2;3;3;0
1111;15;2;1;2;1;1;1
1111;16;1;2;1;1;1;0
1111;16;2;1;2;1;1;1
1111;17;1;1;1;1;2;1
1111;17;2;3;2;3;3;0
1111;18;1;2;2;2;1;0
1111;18;2;2;3;2;3;1
1111;19;1;2;3;1;1;0
1111;19;2;1;3;3;2;1
1111;20;1;3;2;3;2;0
1111;20;2;1;1;3;2;1
1111;21;1;3;2;2;1;1
1111;21;2;2;2;3;2;0
1112;1;1;3;1;1;1;1
1112;1;2;2;2;2;1;0
1112;2;1;3;3;3;2;0
1112;2;2;1;2;1;1;1
1112;3;1;2;2;1;2;1
1112;3;2;3;3;2;1;0
1112;4;1;1;3;2;1;0
1112;4;2;2;1;3;3;1
1112;5;1;2;3;2;2;1
1112;5;2;1;2;2;1;0
1112;6;1;3;2;1;3;0
1112;6;2;3;2;2;1;1
1112;7;1;2;1;1;2;0
1112;7;2;2;1;3;2;1
1112;8;1;3;3;2;2;1
1112;8;2;2;2;1;2;0
1112;9;1;3;1;1;2;0
1112;9;2;2;3;3;1;1
1112;10;1;2;2;3;2;1
1112;10;2;2;1;3;3;0
1112;11;1;1;2;1;2;0
1112;11;2;3;1;3;1;1
1112;12;1;3;2;2;2;0
1112;12;2;2;2;3;3;1
1112;13;1;2;1;2;2;0
1112;13;2;1;2;1;3;1
1112;14;1;1;3;1;2;0
1112;14;2;1;2;2;2;1
1112;15;1;1;3;2;3;1
1112;15;2;1;1;3;3;0
1112;16;1;1;1;2;1;0
1112;16;2;2;3;2;2;1
1112;17;1;1;2;2;2;1
1112;17;2;1;3;3;1;0
1112;18;1;2;1;2;1;1
1112;18;2;1;2;2;3;0
1112;19;1;1;2;3;3;1
1112;19;2;1;3;3;1;0
1112;20;1;3;1;2;2;1
1112;20;2;1;2;3;3;0
1112;21;1;3;2;1;1;0
1112;21;2;1;3;3;2;1
1113;1;1;2;1;1;3;1
1113;1;2;2;3;1;1;0
1113;2;1;1;2;1;3;1
1113;2;2;3;1;1;1;0
1113;3;1;1;1;2;3;0
1113;3;2;3;2;1;1;1
1113;4;1;1;3;2;2;0
1113;4;2;1;1;3;2;1
1113;5;1;1;1;3;1;0
1113;5;2;3;2;3;3;1
1113;6;1;2;2;3;3;0
1113;6;2;1;2;2;1;1
1113;7;1;1;3;1;3;0
1113;7;2;2;1;1;2;1
1113;8;1;3;3;1;2;0
1113;8;2;3;3;2;1;1
1113;9;1;2;3;2;1;1
1113;9;2;1;2;2;1;0
1113;10;1;1;2;1;1;0
1113;10;2;2;3;2;1;1
1113;11;1;2;2;2;2;0
1113;11;2;1;1;1;2;1
1113;12;1;2;3;3;1;1
1113;12;2;2;2;2;1;0
1113;13;1;1;2;3;1;0
1113;13;2;2;3;1;1;1
1113;14;1;1;2;3;1;0
1113;14;2;2;3;1;3;1
1113;15;1;2;2;1;3;0
1113;15;2;2;2;2;2;1
1113;16;1;1;3;2;1;0
1113;16;2;3;3;1;2;1
1113;17;1;1;1;1;1;0
1113;17;2;2;3;2;2;1
1113;18;1;3;2;3;3;0
1113;18;2;2;3;2;2;1
1113;19;1;2;2;3;1;1
